customerID,gender,State,Account length,Area code,Contract,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn value,Total Call duration,Complaints,PaperlessBilling,PaymentMethod,Recharge Frequency,Total_charge,Avg_Days_Between_Recharge,estimated_recharge_freq
9244-ZVAPM,Male,VA,113,408,Month-to-month,No,Yes,34,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,FALSE,0,360.8,0,No,Mailed check,0.6,30.21,198.6097319,0.15105
0719-SYFRB,Female,RI,76,415,Month-to-month,No,No,0,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,FALSE,0,536.1,0,Yes,Mailed check,1.19,59.44,100.9421265,0.2972
8208-EUMTE,Male,MD,204,510,Two year,No,No,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,FALSE,0,565.5,0,No,Mailed check,1.21,60.46,99.23916639,0.3023
5172-MIGPM,Male,OH,32,415,Month-to-month,No,Yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,2,3.51,0,FALSE,0,636.1,0,No,Mailed check,1.36,68,88.23529412,0.34
1710-RCXUS,Male,CO,103,415,One year,No,Yes,37,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,FALSE,0,650.7,0,Yes,Credit card (automatic),1.21,60.53,99.12440112,0.30265
0374-FIUCA,Male,UT,148,510,Two year,No,No,0,203,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,FALSE,0,614,0,Yes,Credit card (automatic),1.25,62.33,96.26183218,0.31165
5839-SUYVZ,Male,CO,57,415,Month-to-month,No,No,0,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,FALSE,0,521.4,0,Yes,Credit card (automatic),0.88,44.23,135.6545331,0.22115
5173-ZXXXL,Male,KY,64,415,One year,Yes,No,0,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,FALSE,0,546.1,0,No,Mailed check,1.03,51.67,116.1215405,0.25835
1096-ADRUX,Female,DC,70,415,One year,No,No,0,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,FALSE,0,498.7,0,Yes,Bank transfer (automatic),1.03,51.26,117.0503316,0.2563
2001-MCUUW,Male,MA,142,408,Two year,No,No,0,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,FALSE,0,551,0,No,Electronic check,1.23,61.27,97.92720744,0.30635
2731-GJRDG,Female,AZ,88,415,One year,No,No,0,172.8,81,29.38,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,FALSE,0,468.6,0,Yes,Bank transfer (automatic),1.07,53.31,112.5492403,0.26655
4723-BEGSG,Male,IL,131,510,Two year,No,No,0,263.4,123,44.78,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,FALSE,0,644.5,0,No,Credit card (automatic),1.41,70.41,85.2151683,0.35205
6516-NKQBO,Male,CO,130,408,Two year,No,No,0,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,TRUE,1,727.8,1,No,Credit card (automatic),1.56,78.17,76.75578867,0.39085
8672-OAUPW,Male,OR,166,510,One year,No,No,0,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,FALSE,0,617.9,0,No,Credit card (automatic),1.26,62.95,95.31374106,0.31475
8207-DMRVL,Male,MS,130,510,Two year,No,No,0,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,FALSE,0,540.3,0,No,Bank transfer (automatic),1.2,60.19,99.68433295,0.30095
3419-SNJJD,Female,SC,111,510,Month-to-month,No,No,0,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,FALSE,0,537.1,0,No,Bank transfer (automatic),0.89,44.61,134.4989913,0.22305
6543-CPZMK,Male,IN,100,415,Month-to-month,No,Yes,32,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,FALSE,0,560.7,0,Yes,Electronic check,1.06,52.95,113.3144476,0.26475
4765-OXPPD,Female,ME,57,415,Month-to-month,No,No,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,FALSE,0,719.6,0,No,Mailed check,1.43,71.63,83.76378612,0.35815
2804-ETQDK,Male,DE,139,408,Two year,No,No,0,139,110,23.63,132.9,93,11.3,272,120,12.24,12.1,1,3.27,0,FALSE,0,556,0,No,Mailed check,1.01,50.44,118.9532117,0.2522
6689-VRRTK,Female,OR,113,415,One year,No,No,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,FALSE,0,558.1,0,Yes,Credit card (automatic),1.13,56.45,106.2887511,0.28225
7138-GIRSH,Male,NJ,108,415,Two year,No,No,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,FALSE,0,724.7,0,No,Bank transfer (automatic),1.48,73.84,81.2567714,0.3692
9396-ZSFLL,Female,MT,100,415,Month-to-month,No,No,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,TRUE,1,607.4,1,No,Mailed check,1.04,52.04,115.2959262,0.2602
6464-KEXXH,Male,WV,120,510,Month-to-month,No,No,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,FALSE,0,693,0,Yes,Credit card (automatic),1.32,65.94,90.99181074,0.3297
7134-MJPDY,Female,NJ,107,408,One year,No,Yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,FALSE,0,452.5,0,Yes,Credit card (automatic),0.84,41.9,143.1980907,0.2095
5240-CAOYT,Female,IN,104,408,Month-to-month,No,No,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,FALSE,0,625.6,1,Yes,Bank transfer (automatic),1.48,73.8,81.30081301,0.369
4059-IIEBK,Female,NM,62,415,Month-to-month,No,No,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,FALSE,0,605.1,1,Yes,Bank transfer (automatic),1.29,64.73,92.69272362,0.32365
4881-JVQOD,Male,MT,34,415,Month-to-month,No,Yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,FALSE,0,610.7,0,Yes,Bank transfer (automatic),1.18,58.78,102.0755359,0.2939
0516-UXRMT,Female,NM,183,415,One year,No,No,0,190,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,FALSE,0,750.3,0,Yes,Electronic check,1.39,69.52,86.30609896,0.3476
4851-BQDNX,Male,IL,123,408,One year,No,No,0,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,FALSE,0,543,0,Yes,Electronic check,0.94,46.95,127.7955272,0.23475
5148-HKFIR,Female,IN,64,408,Two year,No,No,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,FALSE,0,531.4,0,No,Mailed check,0.96,48.18,124.5330012,0.2409
1009-IRMNA,Female,ND,27,415,Month-to-month,No,No,0,227.4,67,38.66,248,115,21.08,61.4,109,2.76,7.8,6,2.11,1,FALSE,0,544.6,0,No,Bank transfer (automatic),1.29,64.61,92.8648816,0.32305
3003-CMDUU,Female,NH,123,408,Month-to-month,No,No,0,224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,FALSE,0,668.7,0,Yes,Electronic check,1.34,67,89.55223881,0.335
5016-IBERQ,Male,NM,84,408,Month-to-month,No,Yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,FALSE,0,525.1,0,No,Electronic check,1.03,51.38,116.776956,0.2569
6797-UCJHZ,Female,LA,91,415,One year,No,No,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,FALSE,0,540.5,0,No,Credit card (automatic),1.19,59.47,100.8912056,0.29735
2469-DTSGX,Female,KY,95,510,Two year,No,No,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,FALSE,0,491.4,0,No,Electronic check,1.03,51.57,116.3467132,0.25785
4554-YGZIH,Male,WV,73,415,Month-to-month,No,No,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,FALSE,0,646.6,0,No,Credit card (automatic),1.37,68.31,87.83487044,0.34155
5099-BAILX,Male,WV,58,408,Month-to-month,No,Yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,FALSE,0,702.2,0,Yes,Bank transfer (automatic),1.41,70.27,85.38494379,0.35135
9931-KGHOA,Female,IA,88,415,Month-to-month,No,No,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,FALSE,0,431.1,0,No,Bank transfer (automatic),0.85,42.65,140.6799531,0.21325
1775-KWJKQ,Male,NE,67,415,Two year,No,Yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,FALSE,0,504,0,No,Credit card (automatic),1.08,53.96,111.1934766,0.2698
7665-VIGUD,Male,WA,152,510,One year,No,No,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,FALSE,0,490,0,No,Mailed check,1.03,51.43,116.663426,0.25715
9411-TPQQV,Female,PA,142,510,One year,No,Yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,FALSE,0,757.8,0,Yes,Bank transfer (automatic),1.49,74.66,80.36431824,0.3733
7207-RMRDB,Female,ID,105,408,Month-to-month,No,No,0,232.6,96,39.54,253.4,117,21.54,154,101,6.93,10.5,9,2.84,1,FALSE,0,650.5,0,Yes,Electronic check,1.42,70.85,84.68595625,0.35425
7954-MLBUN,Male,DC,93,408,Two year,No,Yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,FALSE,0,747.9,0,No,Bank transfer (automatic),1.64,82.14,73.04601899,0.4107
2077-DDHJK,Female,KY,79,415,Two year,No,No,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,FALSE,0,560.5,0,No,Credit card (automatic),1.29,64.62,92.85051068,0.3231
4913-EHYUI,Male,SC,88,408,One year,No,No,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,FALSE,0,595.9,0,Yes,Bank transfer (automatic),1.16,57.99,103.4661148,0.28995
0195-IESCP,Male,NC,110,408,Month-to-month,No,No,0,159.5,145,27.12,202.3,101,17.2,256,96,11.52,16.7,2,4.51,2,FALSE,0,634.5,0,Yes,Electronic check,1.21,60.35,99.42004971,0.30175
9574-BOSMD,Male,NY,209,415,Two year,No,No,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,FALSE,0,553.8,0,No,Bank transfer (automatic),1.08,54.09,110.9262341,0.27045
4580-TMHJU,Female,OR,27,510,Month-to-month,No,No,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15,6,4.05,5,FALSE,0,623.3,1,No,Electronic check,1.38,68.87,87.12066212,0.34435
0970-ETWGE,Male,IL,117,415,Month-to-month,No,No,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,FALSE,0,598.9,0,Yes,Electronic check,1.25,62.44,96.09224856,0.3122
4908-XAXAY,Female,MA,87,408,One year,No,No,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,FALSE,0,516.8,0,Yes,Bank transfer (automatic),1.1,54.86,109.3693037,0.2743
8404-VLQFB,Female,CT,129,510,Month-to-month,No,Yes,27,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,FALSE,0,628.8,0,Yes,Electronic check,1.23,61.58,97.43423189,0.3079
1626-ERCMM,Male,WI,142,510,Month-to-month,No,No,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,FALSE,0,607.5,0,Yes,Electronic check,1.31,65.31,91.86954525,0.32655
0887-HJGAR,Male,OK,112,415,Month-to-month,No,No,0,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,FALSE,0,494.8,0,Yes,Mailed check,0.95,47.42,126.5288908,0.2371
2391-IPLOP,Male,AZ,97,408,One year,No,Yes,25,141,101,23.97,212,85,18.02,175.2,138,7.88,4.9,2,1.32,3,FALSE,0,533.1,0,Yes,Electronic check,1.02,51.19,117.2103927,0.25595
5644-PDMZC,Female,KS,101,415,Month-to-month,No,No,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,FALSE,0,677.8,0,No,Electronic check,1.4,70.02,85.68980291,0.3501
3509-GWQGF,Male,KS,127,415,Month-to-month,No,Yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9,4,2.43,1,FALSE,0,548.6,0,No,Credit card (automatic),1.06,53.15,112.8880527,0.26575
9576-ANLXO,Female,WY,148,408,Month-to-month,No,No,0,243,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,FALSE,0,566,0,Yes,Bank transfer (automatic),1.33,66.53,90.184879,0.33265
2024-BASKD,Female,OK,138,510,Month-to-month,No,Yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,FALSE,0,619.6,0,Yes,Mailed check,1.2,60.2,99.66777409,0.301
5845-BZZIB,Male,WA,84,415,Two year,No,No,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,TRUE,1,759.1,0,No,Mailed check,1.65,82.51,72.71845837,0.41255
1140-UKVZG,Female,MD,133,510,Month-to-month,No,No,0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,TRUE,1,760.9,0,No,Mailed check,1.66,82.96,72.32401157,0.4148
4160-AMJTL,Female,NY,120,510,Month-to-month,No,Yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0,0,0,1,FALSE,0,535.1,0,No,Electronic check,0.93,46.69,128.507175,0.23345
5183-SNMJQ,Male,WI,87,415,Month-to-month,No,No,0,238,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,FALSE,0,695.6,0,Yes,Credit card (automatic),1.4,70.01,85.70204257,0.35005
8100-PNJMH,Male,AK,99,510,Two year,No,No,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,FALSE,0,695.7,0,Yes,Credit card (automatic),1.48,73.76,81.34490239,0.3688
7838-LAZFO,Male,AZ,48,415,One year,No,Yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,FALSE,0,553.3,0,No,Bank transfer (automatic),1.09,54.49,110.1119471,0.27245
4464-JCOLN,Male,KS,57,415,One year,No,No,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,FALSE,0,467.5,0,No,Mailed check,0.96,48.07,124.8179738,0.24035
2085-JVGAD,Male,CA,127,510,Month-to-month,No,No,0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0,FALSE,0,513.4,0,No,Bank transfer (automatic),0.88,44.07,136.1470388,0.22035
5650-VDUDS,Female,IN,114,408,Month-to-month,No,No,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,FALSE,0,469.5,0,Yes,Mailed check,1.06,52.75,113.7440758,0.26375
8095-WANWK,Female,CA,84,415,Month-to-month,No,No,0,280,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,TRUE,1,649.4,0,No,Mailed check,1.49,74.66,80.36431824,0.3733
3030-ZKIWL,Male,WI,114,415,Month-to-month,No,Yes,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,FALSE,0,551.9,0,No,Mailed check,1.02,50.79,118.1334908,0.25395
9565-FLVCG,Male,AL,106,408,Two year,No,Yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,FALSE,0,525.1,0,Yes,Mailed check,0.88,44.06,136.1779392,0.2203
8755-OGKNA,Female,VT,60,415,Two year,No,No,0,193.9,118,32.96,85,110,7.23,210.1,134,9.45,13.2,8,3.56,3,FALSE,0,502.2,0,No,Bank transfer (automatic),1.06,53.2,112.7819549,0.266
2800-VEQXM,Female,WV,159,415,Month-to-month,No,No,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,FALSE,0,572.8,0,Yes,Mailed check,1.15,57.52,104.3115438,0.2876
7538-GWHML,Female,CT,184,510,Month-to-month,Yes,No,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5,10,1.35,2,FALSE,0,517.6,0,No,Electronic check,1.15,57.53,104.2934121,0.28765
